title,authors,numPages,publicationDate,publisher,price
Trials of Death (Cirque Du Freak  #5),Darren Shan,202,1/18/2008,Little  Brown Books for Young Readers,8.1
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,320,10/5/2005,FaithWords,74.64
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,371,12/29/2006,Thunder's Mouth Press Books,67.55
Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,336,5/15/1990,University of Chicago Press,51.73
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,184,11/1/2001,Bethany House Publishers,15.06
Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,144,6/1/2004,Watson-Guptill Publications,14.06
Jesus Freaks,Andre Duza,390,4/20/2006,Deadite Press (Eraserhead Press),93.41
Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,184,7/1/2005,Dr. Master Productions Inc.,11.02
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,234,5/2/2006,Seven Stories Press,33.68
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,222,9/12/2006,Anchor Books,82.04
I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,288,1/1/2006,Citadel,54.16
Holidays on Ice,David Sedaris,134,11/1/1998,Back Bay,77.2
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,256,4/1/2006,Lyons Press,86.45
The Long Walk,Richard Bachman/Stephen King,370,4/1/1999,Signet,18.44
Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,6,12/1/2004,Little  Brown & Company,38.19
Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,128,7/1/1994,Roberts Rinehart Publishers,33.95
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,496,4/1/2004,Bantam Press,40.6
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,447,3/3/2003,Doubleday,75.4
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,224,3/12/1964,Vintage,0.13
Charles Dickens as a Legal Historian,William Holdsworth,166,2/1/2010,Lawbook Exchange  Ltd.,22.83
The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,498,11/19/1979,University of Chicago Press,15.48
What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,169,1/1/1999,Bedford Books,92.35
The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,26,12/13/2005,Books on Tape,34.64
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,320,1/7/2003,Broadway Books,80.73
In a Dry Season (Inspector Banks  #10),Peter Robinson,480,7/3/2000,Avon,35.6
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,336,5/1/2004,East Bay Municipal Utility District,58.33
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,504,10/1/2004,National Geographic Society,5.21
Portrait Photographer's Handbook,Bill Hurter,128,9/28/2004,Amherst Media  Inc.,1.81
Portrait in Death (In Death  #16),J.D. Robb,354,12/1/2005,Piatkus Books,49.69
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,124,7/1/2004,Amherst Media,11.95
Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,345,6/4/1998,Pocket,35.33
The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,51,10/10/1999,Express Publishing,76.67
The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,462,1/1/1988,W. W. Norton & Company,1.81
The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,517,8/1/2006,W. W. Norton & Company,39.76
The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,229,11/1/2006,Oxford University Press  USA,24.83
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,265,6/22/2000,Columbia University Press,48.09
Technical Manual and Dictionary of Classical Ballet,Gail Grant,176,6/1/1982,Dover Publications,28.99
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,333,10/11/2005,Touchstone,86.27
Ballet Class,John         Green/Caroline Denzler,48,7/2/1997,Dover Publications,9.36
NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,208,1/13/1997,William Morrow Paperbacks,51.06
The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,64,6/14/2000,DK Children,61.27
Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,144,1/13/2005,Grosset & Dunlap,13.94
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,144,5/5/2005,Grosset & Dunlap,59.67
The Barefoot Book Of Ballet Stories,Jane Yolen,96,9/1/2004,Barefoot Books,36.39
Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,144,8/3/2006,Grosset & Dunlap,45.23
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,560,5/20/1975,Anchor,12.6
Ballet for Dummies,Scott Speck/Evelyn Cisneros,348,10/3/2003,For Dummies,51.98
Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,32,3/30/2004,Dial,93.71
Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,368,8/11/2002,Routledge,56.28
Angelina's Ballet Class,Katharine Holabird/Helen Craig,24,1/19/2006,Grosset & Dunlap,14.2
San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,188,11/12/2007,Chronicle Books,47.75
Ballet and Modern Dance,Susan Au,224,6/17/2002,Thames  Hudson,36.15
Teaching Classical Ballet,John               White,200,4/20/1996,University Press of Florida,17.31
Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,160,9/1/2000,Starcatcher Press,38.57
Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,160,9/1/2000,Starcatcher Press,65
Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,135,10/1/1989,Scholastic,35.01
The Books in My Life,Henry Miller,327,1/17/1969,New Directions,21.34
The Smoke Jumper,Nicholas Evans,576,7/30/2002,Dell,86.93
La casa de los espíritus,Isabel Allende,456,9/1/2000,Sudamericana,88.65
Last Chance Saloon,Marian Keyes,528,5/27/2003,HarperCollins Publishers,18.46
Anybody Out There? (Walsh Family  #4),Marian Keyes,456,5/9/2006,William Morrow,8.29
Watermelon (Walsh Family  #1),Marian Keyes,520,7/7/2005,Arrow,75.28
Rachel's Holiday (Walsh Family  #2),Marian Keyes,578,1/23/2007,William Morrow Paperbacks,63.26
Lucy Sullivan Is Getting Married,Marian Keyes,640,1/23/2007,William Morrow Paperbacks,60.04
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,368,9/6/2005,William Morrow Paperbacks,83.46
No Dress Rehearsal,Marian Keyes,79,12/1/2000,New Island Books,8.93
Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,200,11/21/2006,VIZ Media LLC,24.31
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,200,1/10/2006,VIZ Media LLC,22.77
The House of the Spirits,Isabel Allende/Magda Botin,491,8/8/1986,Black Swan,61.81
The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,488,4/19/2005,Everyman's Library,7.57
How To Meditate: An Anthology Of Talks On Meditation And "Meditation: The Bridge Is Flowing But The River Is Not",Frederick P. Lenz,228,1/1/2004,Frederick P. Lenz Foundation for American Buddhism,52.62
Insights: Talks On The Nature Of Existence,Frederick P. Lenz,304,1/1/2003,Frederick P. Lenz Foundation for American Buddhism,4.23
Palestine: Peace Not Apartheid,Jimmy Carter,288,11/30/2006,Simon & Schuster,49.31
Our Endangered Values: America's Moral Crisis,Jimmy Carter,224,9/26/2006,Simon  Schuster,63.81
An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,288,10/16/2001,Simon  Schuster,40.87
The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,272,3/19/2004,Regnery Publishing,14.86
The Virtues of Aging,Jimmy Carter,160,10/13/1998,Ballantine Books,52.78
Living Faith,Jimmy Carter,288,9/14/1998,Three Rivers Press (CA),42.79
Sharing Good Times,Jimmy Carter,192,11/7/2005,Simon  Schuster,32.67
Until I Find You,John Irving,820,5/30/2006,Ballantine Books,23.04
Atlas Shrugged,Ayn Rand,1176,4/21/2005,Dutton,91.24
Atlas Shrugged,Ayn Rand/Leonard Peikoff,1192,12/28/2004,NAL,21.17
Atlas Shrugged,Ayn Rand,1074,3/3/1992,Signet,37.8
Atlas Shrugged,Ayn Rand,1168,10/12/1957,Random House,8.26
Skinny Legs and All,Tom Robbins,422,3/10/2002,No Exit Press,89.08
Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,224,9/11/1995,Ballantine Books,97.68
Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,224,5/1/1991,Tarcherperigee,33.24
The Sari Shop,Rupa Bajwa,224,6/17/2005,W. W. Norton  Company,41.95
Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,368,11/4/2003,Dell Publishing Company,81.08
Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,388,11/28/2006,Dell Publishing Company,71.5
Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,387,12/27/2004,Dell Publishing Company,70.6
Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,407,8/31/2004,Dell Publishing Company,20.52
Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,359,2/27/2007,Dial Press,10.51
The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,320,9/14/2000,Transworld Publishers,11.56
The Story of Chicago May,Nuala O'Faolain,307,10/1/2005,Riverhead Books,73.83
Chicago Stories,James T. Farrell/Charles Fanning,296,6/1/1998,University of Illinois Press,96.18
Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,224,2/1/2003,Chronicle Books,71.66
The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,1487,8/19/2009,Modern Library/Random House (NY),25.48
Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,420,11/21/1968,Princeton University Press,99.51
Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,288,12/23/1998,Dover Publications,70.27
The Complete Collected Poems,Maya Angelou,273,9/13/1994,Random House,21.81
Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,640,11/30/1976,Oxford University Press,53.91
Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,223,1/17/2005,Princeton University Press,78.49
Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,176,8/1/1988,Indiana University Press,75.1
Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,1838,5/1/1997,Hackett Publishing Company  Inc.,23.69
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,125,12/28/1995,Mayfield Publishing Company (NY),91.08
Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,401,3/1/2003,Orchard Books,36.09
The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,128,1/1/2003,Albert Whitman  Company,9.15
Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,749,11/3/1998,Modern Library,13.38
Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,306,12/1/1996,Abingdon Press,72.69
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,400,10/29/2006,Thomas Nelson,58.2
Devil's Embrace (Devil  #1),Catherine Coulter,397,5/1/2000,Signet,74.54
The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,288,4/17/1992,W.W. Norton & Company,77.22
Experiencing Father's Embrace,Jack Frost,256,4/1/2006,Destiny Image Incorporated,50.04
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,330,11/1/2006,William B. Eerdmans Publishing Company,53.43
Memory's Embrace (Corbins  #3),Linda Lael Miller,320,6/1/1991,Pocket Books,36.45
Beauty: The Invisible Embrace,John O'Donohue,261,3/1/2005,Harper Perennial,69.61
Embrace,Mark Behr,726,2/1/2001,Little  Brown Book Group,6.78
Saving Fish from Drowning,Amy Tan,472,9/26/2006,Ballantine Books,3.52
Un Lugar Llamado Nada,Amy Tan/Claudia Conde,475,8/30/2006,Planeta Publishing,27.45
Virginia Woolf: An Inner Life,Julia Briggs,544,11/6/2006,Mariner Books,25.95
Measure for Measure,William Shakespeare,224,10/27/2005,Penguin Group(CA),86.58
Henry Adams and the Making of America,Garry Wills,480,9/14/2005,Houghton Mifflin Harcourt,71.26
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,153,6/1/2004,Pantheon,85.73
Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,187,8/2/2005,Pantheon Books,25.85
Chicken with Plums,Marjane Satrapi,84,10/3/2006,Pantheon Books,69.27
Embroideries,Marjane Satrapi/Anjali Singh,144,4/18/2006,Pantheon,17.82
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,520,10/5/2005,Phoenix Press,72.07
Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,557,7/15/2006,Hyperion Books,98.46
Ender's Shadow (The Shadow Series  #1),Orson Scott Card,469,5/19/2002,Starscape,67.64
Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,451,12/9/2001,Tor Books,25.79
Shadow Dance (Buchanan-Renard  #6),Julie Garwood,336,12/26/2006,Ballantine Books,44.31
The Shadow Rising (The Wheel of Time  #4),Robert Jordan,1007,10/15/1993,Tom Doherty Tor Fantasy,87.09
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,304,8/6/2006,Thomas Nelson,36.64
Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,507,7/1/2005,Luna,68.16
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,118,6/9/2009,HarperOne,55.13
In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,73,5/3/2001,Vintage Classics,44.87
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,272,9/29/2009,HarperOne,24.77
Shadow Game (GhostWalkers  #1),Christine Feehan,323,8/26/2003,Berkley Books,41.13
The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,327,12/1/2003,Vintage Books,66.24
Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,229,10/3/2002,Vintage,0.84
Back to Wando Passo,David     Payne,448,5/23/2006,William Morrow,21.85
Still Life with Woodpecker,Tom Robbins,288,4/9/2001,No Exit Press,86.47
Half Asleep in Frog Pajamas,Tom Robbins,389,1/5/2002,No Exit Press,81.67
Fierce Invalids Home from Hot Climates,Tom Robbins,415,5/2/2000,Bantam Books,11.73
PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,556,12/5/1985,Rowohlt Verlag,36.76
Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,376,6/1/1997,Rowohlt Verlag,72.13
Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,459,11/2/1998,Rowohlt Verlag,50.05
God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,288,9/8/1998,Dial Press,83.66
Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,318,1/12/1999,Dial Press Trade Paperback,52.87
Mother Night,Kurt Vonnegut Jr.,282,5/11/1999,Dial Press,8.7
Galápagos,Kurt Vonnegut Jr.,324,1/12/1999,Dial Press,90.15
Timequake,Kurt Vonnegut Jr.,219,8/6/1998,Vintage Classics,22.67
Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,288,5/11/1999,Dial Press,3.52
Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,80,12/1/2000,Washington Square Press,53.43
Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,300,5/11/1999,Dial Press,19.69
Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,62,1/1/1980,HarperCollins Publishers,3.5
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,527,5/28/1995,Wings Books,22.18
Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,912,4/5/2005,William Morrow Paperbacks,95.27
Farewell Summer (Green Town  #3),Ray Bradbury,211,10/17/2006,William Morrow,31.36
Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,348,4/7/1990,Bantam Books,37.69
Dandelion Wine,Ray Bradbury,267,2/1/1999,William Morrow,25.08
The Homecoming,Ray Bradbury/Dave McKean,56,8/30/2006,Collins Design,2.57
Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,176,8/1/1993,Joshua Odell Editions,58.98
Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,40,9/14/2004,Dragonfly Books,1.28
The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,162,6/21/2012,iBooks,64.72
The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,384,2/21/2006,Harper Perennial,79.71
The Cat's Pajamas,Ray Bradbury,234,7/26/2005,William Morrow Paperbacks,27.44
Essays,George Orwell/John Carey,1369,10/15/2002,Everyman's Library Classics,39.39
Why I Write,George Orwell,120,9/6/2005,Penguin Books,85.65
Homage to Catalonia,George Orwell/Lionel Trilling,232,10/22/1980,Harcourt  Inc.(Harvest Book),24.45
Keep the Aspidistra Flying,George Orwell,277,10/26/2000,Penguin Books Ltd,83.6
The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,480,3/8/1961,Mariner Books,44.65
If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,254,6/1/1993,Everyman's Library,27.81
Parachutes & Kisses,Erica Jong,405,8/3/2006,Tarcherperigee,85.17
Fear of Fifty: A Midlife Memoir,Erica Jong,329,9/7/2006,Tarcherperigee,74.51
How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,313,7/6/2006,Tarcherperigee,61.54
Any Woman's Blues,Erica Jong,362,1/1/2007,Tarcherperigee,10.32
What Do Women Want?: Essays by Erica Jong,Erica Jong,309,5/10/2007,Tarcherperigee,4.95
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,512,5/17/2003,W. W. Norton  Company,86.83
Serenissima aka Shylock's Daughter,Erica Jong,384,3/1/1988,Dell,85.18
Dogeaters,Jessica Hagedorn,96,12/1/2002,Theatre Communications Group,32.69
Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,272,9/4/2002,Farrar  Straus and Giroux,98.31
Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,348,10/5/2003,Vintage International,17.09
El amor en los tiempos del cólera,Gabriel García Márquez,451,1/1/1992,Sudamericana,13.61
Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,188,4/10/2003,Bloomsbury Academic,97.66
The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,320,10/27/2009,Harper Perennial,68.43
Obasan,Joy Kogawa,320,12/27/1993,Anchor Books,71.45
Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,1296,9/16/2002,Tor Books,93.11
Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,432,2/15/1987,Tor Books,19.5
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,375,10/17/2006,Crown,93.61
Mao: The Unknown Story,Jung Chang/Jon Halliday,801,11/14/2006,Anchor Books,0.6
